MGA,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Commission amount,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location Address,Risk/Location State,Risk/Location Zip,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Policy Event Number,Carrier %,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Vehicle Number,Vehicle Type,Radius Of Use,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Vehicle Identification Number,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity"
Daniel Abrahamsen,ASC-8718670-00,2023-10-09,2024-10-09,WORTHY 2 TRANSPORT LLC,9363 IKE BYROM RD,AUBREY,TX,76227,2023-10-09,2024-10-09,833.37,145.84,2023-10-09,New Business,NB,Primary,0.0,Occurrence,9363 IKE BYROM RD,TX,76227,2.0,1000000.0,"$2,000,000",ASC-8718670-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5KJJAEDRXCPBM9282,Truck,1.435,"Extra Heavy Trucks (45,001+)",WESTERN STAR,4900FA,2012.0,5KJJAEDRXCPBM9282,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,532.49,93.19,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1GLHF0131,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,1FUJGLDR1GLHF0131,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1GLHF0131,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,1FUJGLDR1GLHF0131,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,20.68,3.62,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1GLHF0131,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,1FUJGLDR1GLHF0131,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1GLHF0131,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2016.0,1FUJGLDR1GLHF0131,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,532.49,93.19,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3MSMR8250,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR3MSMR8250,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3MSMR8250,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR3MSMR8250,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,20.68,3.62,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3MSMR8250,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR3MSMR8250,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3MSMR8250,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2021.0,3AKJHHDR3MSMR8250,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,10079.76,1763.96,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDRXJSJZ1797,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,3AKJHHDRXJSJZ1797,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDRXJSJZ1797,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,3AKJHHDRXJSJZ1797,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,10.77,1.88,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDRXJSJZ1797,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,3AKJHHDRXJSJZ1797,Truck,1-8
Daniel Abrahamsen,ASC-9912489-00,2023-08-23,2024-08-23,MIRZAD TRUCKING LLC,8875 LEWIS STEIN RD # 232,ELK GROVE,CA,95758-8431,2023-10-10,2024-08-23,0,0.0,2023-10-10,Endorsement,EN,Primary,0.0,Occurrence,1 Truck Village Drive,CA,96067,3.0,1000000.0,"$2,000,000",ASC-9912489-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDRXJSJZ1797,Truck,1.158,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,3AKJHHDRXJSJZ1797,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKD3389,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKD3389,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKD3389,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKD3389,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,6.34,1.11,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKD3389,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKD3389,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR2KSKD3389,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2019.0,3AKJHHDR2KSKD3389,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3RSVC8012,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR3RSVC8012,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3RSVC8012,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR3RSVC8012,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,6.34,1.11,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3RSVC8012,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR3RSVC8012,Truck,1-8
Daniel Abrahamsen,ASC-7247243-00,2023-08-10,2024-08-10,ON POINT TRANZ INC,2860 NORTHHILL ST,SELMA,CA,93662,2023-10-09,2024-08-10,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2860 NORTHHILL ST,CA,93662,2.0,1000000.0,"$2,000,000",ASC-7247243-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR3RSVC8012,Truck,1.297,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR3RSVC8012,Truck,1-8
Daniel Abrahamsen,ASC-3855734-00,2023-10-09,2024-10-09,DESERT AMC LLC,1265 Aurora Drive,EL CENTRO,CA,92243,2023-10-09,2024-10-09,8411.13,1471.95,2023-10-09,New Business,NB,Primary,0.0,Occurrence,1265 Aurora Drive,CA,92243,1.0,1000000.0,"$2,000,000",ASC-3855734-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C63RRJL0NG385246,Truck,1.2675,"Medium Trucks (10,000 - 20,000)",RAM,3500,2022.0,3C63RRJL0NG385246,Truck,1-8
Daniel Abrahamsen,ASC-3855734-00,2023-10-09,2024-10-09,DESERT AMC LLC,1265 Aurora Drive,EL CENTRO,CA,92243,2023-10-09,2024-10-09,0,0.0,2023-10-09,New Business,NB,Primary,0.0,Occurrence,1265 Aurora Drive,CA,92243,1.0,1000000.0,"$2,000,000",ASC-3855734-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C63RRJL0NG385246,Truck,1.2675,"Medium Trucks (10,000 - 20,000)",RAM,3500,2022.0,3C63RRJL0NG385246,Truck,1-8
Daniel Abrahamsen,ASC-3855734-00,2023-10-09,2024-10-09,DESERT AMC LLC,1265 Aurora Drive,EL CENTRO,CA,92243,2023-10-09,2024-10-09,40.91,7.16,2023-10-09,New Business,NB,Primary,0.0,Occurrence,1265 Aurora Drive,CA,92243,1.0,1000000.0,"$2,000,000",ASC-3855734-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C63RRJL0NG385246,Truck,1.2675,"Medium Trucks (10,000 - 20,000)",RAM,3500,2022.0,3C63RRJL0NG385246,Truck,1-8
Daniel Abrahamsen,ASC-3855734-00,2023-10-09,2024-10-09,DESERT AMC LLC,1265 Aurora Drive,EL CENTRO,CA,92243,2023-10-09,2024-10-09,0,0.0,2023-10-09,New Business,NB,Primary,0.0,Occurrence,1265 Aurora Drive,CA,92243,1.0,1000000.0,"$2,000,000",ASC-3855734-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C63RRJL0NG385246,Truck,1.2675,"Medium Trucks (10,000 - 20,000)",RAM,3500,2022.0,3C63RRJL0NG385246,Truck,1-8
Daniel Abrahamsen,ASC-1017590-00,2023-08-15,2024-08-15,INEVITABLE TRANSPORT LLC,16570 MAKA RD,APPLE VALLEY,CA,92307,2023-10-09,2024-08-15,2523.6,441.63,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,16570 MAKA RD,CA,92307,1.0,1000000.0,"$2,000,000",ASC-1017590-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1JLJF8202,Truck,1.45,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,1FUJGLDR1JLJF8202,Truck,1-8
Daniel Abrahamsen,ASC-1017590-00,2023-08-15,2024-08-15,INEVITABLE TRANSPORT LLC,16570 MAKA RD,APPLE VALLEY,CA,92307,2023-10-09,2024-08-15,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,16570 MAKA RD,CA,92307,1.0,1000000.0,"$2,000,000",ASC-1017590-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1JLJF8202,Truck,1.45,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,1FUJGLDR1JLJF8202,Truck,1-8
Daniel Abrahamsen,ASC-1017590-00,2023-08-15,2024-08-15,INEVITABLE TRANSPORT LLC,16570 MAKA RD,APPLE VALLEY,CA,92307,2023-10-09,2024-08-15,-0.23,-0.04,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,16570 MAKA RD,CA,92307,1.0,1000000.0,"$2,000,000",ASC-1017590-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1JLJF8202,Truck,1.45,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,1FUJGLDR1JLJF8202,Truck,1-8
Daniel Abrahamsen,ASC-1017590-00,2023-08-15,2024-08-15,INEVITABLE TRANSPORT LLC,16570 MAKA RD,APPLE VALLEY,CA,92307,2023-10-09,2024-08-15,53.56,9.37,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,16570 MAKA RD,CA,92307,1.0,1000000.0,"$2,000,000",ASC-1017590-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJGLDR1JLJF8202,Truck,1.45,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2018.0,1FUJGLDR1JLJF8202,Truck,1-8
Daniel Abrahamsen,ASC-2694507-00,2023-09-13,2024-09-13,ARNO GROUP INC,2800 North Naomi Street,Burbank,CA,91504,2023-10-09,2024-09-13,3582.03,626.86,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2800 N Naomi St,CA,91504,1.0,1000000.0,"$2,000,000",ASC-2694507-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C7WRTCL9PG524487,Truck,1.84,"Medium Trucks (10,000 - 20,000)",RAM,3500,2023.0,3C7WRTCL9PG524487,Truck,1-8
Daniel Abrahamsen,ASC-2694507-00,2023-09-13,2024-09-13,ARNO GROUP INC,2800 North Naomi Street,Burbank,CA,91504,2023-10-09,2024-09-13,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2800 N Naomi St,CA,91504,1.0,1000000.0,"$2,000,000",ASC-2694507-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C7WRTCL9PG524487,Truck,1.84,"Medium Trucks (10,000 - 20,000)",RAM,3500,2023.0,3C7WRTCL9PG524487,Truck,1-8
Daniel Abrahamsen,ASC-2694507-00,2023-09-13,2024-09-13,ARNO GROUP INC,2800 North Naomi Street,Burbank,CA,91504,2023-10-09,2024-09-13,-17.95,-3.14,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2800 N Naomi St,CA,91504,1.0,1000000.0,"$2,000,000",ASC-2694507-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C7WRTCL9PG524487,Truck,1.84,"Medium Trucks (10,000 - 20,000)",RAM,3500,2023.0,3C7WRTCL9PG524487,Truck,1-8
Daniel Abrahamsen,ASC-2694507-00,2023-09-13,2024-09-13,ARNO GROUP INC,2800 North Naomi Street,Burbank,CA,91504,2023-10-09,2024-09-13,-80.87,-14.15,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,2800 N Naomi St,CA,91504,1.0,1000000.0,"$2,000,000",ASC-2694507-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3C7WRTCL9PG524487,Truck,1.84,"Medium Trucks (10,000 - 20,000)",RAM,3500,2023.0,3C7WRTCL9PG524487,Truck,1-8
Daniel Abrahamsen,ASC-8551588-00,2023-10-20,2024-10-20,MY FRIEND ALE TRANSPORT LLC,40011 FAIRCHILD CT,PERU,IN,46970,2023-10-20,2024-10-20,6204.23,1085.74,2023-10-20,New Business,NB,Primary,0.0,Occurrence,40011 FAIRCHILD CT,IN,46970,1.0,1000000.0,"$2,000,000",ASC-8551588-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FT8W3DT9MED66958,Truck,1.535,"Medium Trucks (10,000 - 20,000)",FORD,SUPER DUTY F-350,2021.0,1FT8W3DT9MED66958,Truck,1-8
Daniel Abrahamsen,ASC-8551588-00,2023-10-20,2024-10-20,MY FRIEND ALE TRANSPORT LLC,40011 FAIRCHILD CT,PERU,IN,46970,2023-10-20,2024-10-20,0,0.0,2023-10-20,New Business,NB,Primary,0.0,Occurrence,40011 FAIRCHILD CT,IN,46970,1.0,1000000.0,"$2,000,000",ASC-8551588-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FT8W3DT9MED66958,Truck,1.535,"Medium Trucks (10,000 - 20,000)",FORD,SUPER DUTY F-350,2021.0,1FT8W3DT9MED66958,Truck,1-8
Daniel Abrahamsen,ASC-8551588-00,2023-10-20,2024-10-20,MY FRIEND ALE TRANSPORT LLC,40011 FAIRCHILD CT,PERU,IN,46970,2023-10-20,2024-10-20,41.53,7.27,2023-10-20,New Business,NB,Primary,0.0,Occurrence,40011 FAIRCHILD CT,IN,46970,1.0,1000000.0,"$2,000,000",ASC-8551588-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FT8W3DT9MED66958,Truck,1.535,"Medium Trucks (10,000 - 20,000)",FORD,SUPER DUTY F-350,2021.0,1FT8W3DT9MED66958,Truck,1-8
Daniel Abrahamsen,ASC-8551588-00,2023-10-20,2024-10-20,MY FRIEND ALE TRANSPORT LLC,40011 FAIRCHILD CT,PERU,IN,46970,2023-10-20,2024-10-20,979.5,171.41,2023-10-20,New Business,NB,Primary,0.0,Occurrence,40011 FAIRCHILD CT,IN,46970,1.0,1000000.0,"$2,000,000",ASC-8551588-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FT8W3DT9MED66958,Truck,1.535,"Medium Trucks (10,000 - 20,000)",FORD,SUPER DUTY F-350,2021.0,1FT8W3DT9MED66958,Truck,1-8
Daniel Abrahamsen,ASC-1494668-00,2023-10-10,2024-10-10,DIFFERENT LANE LLC,4113 ALVESTON DR,ATLANTA,GA,30349-2737,2023-10-10,2024-10-10,26685.68,4669.99,2023-10-10,New Business,NB,Primary,0.0,Occurrence,4113 ALVESTON DR,GA,30349,1.0,1000000.0,"$2,000,000",ASC-1494668-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL2FH530827,Truck,1.8,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL2FH530827,Truck,1-8
Daniel Abrahamsen,ASC-1494668-00,2023-10-10,2024-10-10,DIFFERENT LANE LLC,4113 ALVESTON DR,ATLANTA,GA,30349-2737,2023-10-10,2024-10-10,0,0.0,2023-10-10,New Business,NB,Primary,0.0,Occurrence,4113 ALVESTON DR,GA,30349,1.0,1000000.0,"$2,000,000",ASC-1494668-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL2FH530827,Truck,1.8,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL2FH530827,Truck,1-8
Daniel Abrahamsen,ASC-1494668-00,2023-10-10,2024-10-10,DIFFERENT LANE LLC,4113 ALVESTON DR,ATLANTA,GA,30349-2737,2023-10-10,2024-10-10,293.29,51.33,2023-10-10,New Business,NB,Primary,0.0,Occurrence,4113 ALVESTON DR,GA,30349,1.0,1000000.0,"$2,000,000",ASC-1494668-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL2FH530827,Truck,1.8,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL2FH530827,Truck,1-8
Daniel Abrahamsen,ASC-1494668-00,2023-10-10,2024-10-10,DIFFERENT LANE LLC,4113 ALVESTON DR,ATLANTA,GA,30349-2737,2023-10-10,2024-10-10,319.86,55.98,2023-10-10,New Business,NB,Primary,0.0,Occurrence,4113 ALVESTON DR,GA,30349,1.0,1000000.0,"$2,000,000",ASC-1494668-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1HTMMAAL2FH530827,Truck,1.8,"Medium Trucks (10,000 - 20,000)",INT'L,4300M7,2015.0,1HTMMAAL2FH530827,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-10-09,2024-08-30,20.96,3.67,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1RSVD6495,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR1RSVD6495,Truck,1-8
Daniel Abrahamsen,ASC-9146818-00,2023-08-30,2024-08-30,SAVVY LOGISTICS,3480 N Douglas Ave,Fresno,CA,93727,2023-10-09,2024-08-30,0,0.0,2023-10-09,Endorsement,EN,Primary,0.0,Occurrence,3480 N Douglas Ave,CA,93727,1.0,1000000.0,"$2,000,000",ASC-9146818-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3AKJHHDR1RSVD6495,Truck,1.557,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CASCADIA,2024.0,3AKJHHDR1RSVD6495,Truck,1-8
